,Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,dstArcSec,qld_a,qld_b,i,M_planet [ME],K_RV [m/s],TSM,ESM,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Sectors_Observed,Cameras,CCDs,EdgeWarn
12,spoc-s01-s65-b0A-CP,SPOC,55650590,206.01,CP,73.73719,-62.522369,73.7382202405,-62.5218740123,12.472,0.036,1325.5425357278084,0.0002835781,0.7363132199311958,4.7654476e-06,0.6736853322649724,0.062197004,1322.5461053627844,78.30821,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,65,66,67,68,69,87,88,89,90,93,94,95,96,97,98",TOI-206 b,4.438,0.0,1,0.3516759872436523,0.0105659,1.5332682138574274,0.10285874,840.1706554240354,3358.0,0.0,117.75816711263715,25.910513,False,5,5,5,5,5,5,5,2019-05-17 18:40:33+00:00,2024-01-17 13:22:52.996000+00:00,55650590,73.737231358606,-62.5223519900679,105.973,111.015,12.4312,STAR,tmgaia2,20190415,,,138-004755,04545692-6231205,,J045457.09-623119.3,4665277593852295424,29822775,,tmgaia2,0.0738154,0.0831431,gaia2,20.9152,0.0477779,gaia2,272.538278260591,-37.1852538600383,22.4865499594305,-81.9611267472447,16.407,0.083,14.938,0.126,,,,,,,,,,,10.873,0.024,10.282,0.02,10.06,0.022,AAA-222-111-000-0-0,,9.895,0.023,9.752,0.02,9.625,0.031,9.259,,13.6662,0.00067,0.00752858,cdwrf,cdwrf,3383.0,157.0,4.87231,0.000399354,,,0.351676,0.0105659,0.336144,0.0202765,7.72853,0.229975,DWARF,0.0145944646,0.00360581628,47.7465,0.10975,0.0,0.0,116.0,0.1403661,,,0.008496603,0.0,0.0,,,,,,,,,,,,0.1095,0.11,bj2018,,,cdwrf,15.0876,0.003481,12.4957,0.002283,1,,ucac4,apassdr9,cooldwarfs_v8,1.33908743175403,1.2895048359827,73.7382202405456,-62.5218740123102,0.0407564140676371,0.0450389789733142,1,0,0.0,0.1555,0.4459,1.5707963267948966,2.9661081489538406,4.344780991071318,76.0647674290002,,161360006.2458096,118.13282131222908,44.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","1,1,1,2,2,2,3,3,3,3,4,4,4,1,1,1,1,2,2,2,3,3,3,4,4,4,3,3,3,4,4,1,1,1,2,3,3,3,4,1,1,1,1,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
13,spoc-s01-s69-b0A-PC,SPOC,237914496,702.01,PC,56.175151,-65.199098,56.1749486323,-65.1983390948,11.746,0.018,1326.8159502703625,0.000933829,3.568140989801633,6.183105e-06,1.4556337049800756,0.15401964,906.9993541125568,61.14857,"1,2,3,4,7,11,27,28,29,30,31,34,37,61,62,63,64,65,67,68,69,88,89,90,94,95,96,97",L1 candidate,4.61505,0.235853,1,0.5777350068092346,0.0594221,2.0483578257743194,0.26984078,676.0386183858504,4015.0,170.0,49.36362265235042,14.556614,False,2,4,1,1,4,4,4,2019-04-30 13:04:28+00:00,2024-03-11 12:14:18.685000+00:00,237914496,56.1752031537193,-65.1991088719746,-24.7966,178.787,11.8371,STAR,tmgaia2,20190415,,,125-003541,03444203-6511567,,J034441.99-651154.8,4672700190692201088,31806112,,tmgaia2,0.0386606,0.0478267,gaia2,11.8189,0.0249701,gaia2,279.649541371652,-43.2789277125401,349.951353456659,-76.2824565625073,14.746,0.038,13.247,0.114,,,,,,,,,,,10.661,0.026,9.965,0.024,9.792,0.02,AAA-222-111-000-0-0,,9.673,0.023,9.673,0.02,9.524,0.032,8.686,0.244,12.6906,0.00031,0.006,gbprp,gaia2,3980.0,124.109,4.707,0.12539,,,0.577735,0.0594221,0.62,0.0829191,3.21518,1.20071,DWARF,0.07545448,0.006551645,84.4039,0.17925,0.0,0.0,53.0,0.00258835475,,,0.00420566462,0.0,0.0,,0.0932542,0.072584,0.0523015,0.0665427,1.22179,1.17964,0.153684,0.0970951,0.0053541,0.00774919,0.1789,0.1796,bj2018,106.206,142.012,dered0,13.5837,0.001661,11.7748,0.000938,1,,ucac4,apassdr9,,0.711623305671693,0.741783138221431,56.1749486322836,-65.1983390948225,0.0215515349717386,0.0263818109274512,1,0,0.0,0.339,0.2994,1.5707963267948966,4.850074730254254,2.7914208490482637,36.45998356037457,,67640789.09747273,49.52030827079513,28.0,"4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3","1,4,3,2,3,4,1,4,4,3,2,3,4,3,3,4,4,4,1,4,4,3,3,4,1,4,4,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
14,spoc-s01-s69-b0A-CP,SPOC,305048087,237.01,PC,353.2427,-29.4151,353.243538137,-29.4164870339,13.458,0.042,1355.2417528700082,0.0023189057,5.436166729046963,1.6691933e-05,1.541967345155758,0.24481376,4797.128848222345,735.69073,"2,29,69,96,106,107",TOI-237 b,5.04944,0.547167,1,0.2112990021705627,0.0065435,1.7175409297667157,0.21279782,352.0718501624619,3139.0,98.0,3.631166907585703,8.17232,False,5,5,5,5,5,5,5,2018-11-29 21:52:42+00:00,2025-08-15 22:00:47.700000+00:00,305048087,353.242791548842,-29.4150524465489,151.047,-333.194,13.4102,STAR,tmgaia2,20190415,,,303-279055,23325824-2924540,,,2329387852426700800,14745970,,tmgaia2,0.10832,0.155699,gaia2,26.2368,0.155995,gaia2,20.7831786566249,-72.5937285896108,341.502309849602,-24.1945193413885,17.718,0.0,16.37,0.2,,,,,,,,,,,11.74,0.021,11.19,0.022,10.896,0.025,AAA-222-111-000-0-0,,,,,,,,,,14.754,0.000823,0.00743684,cdwrf,cdwrf,3210.0,157.0,5.04424,0.0218134,,,0.211299,0.0065435,0.180288,0.0201408,19.1106,0.366111,DWARF,0.00427080458,0.00110665068,38.0749,0.22785,0.0,0.0,32.0,4.511671e-05,,,0.00223613717,0.0,0.0,,,,,,,,,,,,0.2265,0.2292,bj2018,,,cdwrf,16.4447,0.006937,13.5016,0.00184,1,,cdwrf,apassdr9,cooldwarfs_v8,1.73804229668341,2.41489772861617,353.243538136597,-29.4164870339191,0.087437627804676,0.0868771016165868,1,0,0.0,0.1533,0.4776,1.5707963267948966,3.5964119473081895,4.098383972390981,68.66287485507947,,4975647.40190418,3.6427072551446913,6.0,"1,1,1,1,1,1","1,1,1,2,2,4","0,0,0,0,0,0"
15,spoc-s01-s69-b0A-CP,SPOC/QLP,260004324,704.01,CP,91.0848,-55.313,91.0899861036,-55.3115375939,10.089,0.04,1327.416978989361,0.0005898629,3.814300897295144,4.7251133e-06,1.3793952094512043,0.21216735,457.790915216512,21.996891,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,64,65,66,67,68,69,87,88,89,93,94,95,96,97,98",LHS 1815 b,4.7833,0.060185,1,0.5040680170059204,0.0149315,1.11471628811724,0.59506947,577.9658450936488,3625.0,69.0,26.371188305842292,25.53161,False,5,5,5,5,5,5,5,2019-04-30 13:04:28+00:00,2024-09-19 00:19:56.553000+00:00,260004324,91.0848284051073,-55.3130105535792,681.726,342.132,10.1428,STAR,tmgaia2,20190415,28754,8525-01314-1,174-007434,06042035-5518468,,,5500061456275483776,27279022,,tmgaia2,0.0500497,0.058611,gaia2,33.4805,0.0266652,gaia2,263.557323642467,-28.57431963933,93.1633042938073,-78.7403790413661,13.585,0.016,12.167,0.047,,,,,,,,,,,8.801,0.024,8.209,0.047,7.993,0.02,AAA-111-111-000-0-0,,,,,,,,,,11.2362,0.000708,0.00733728,cdwrf,cdwrf,3596.0,157.0,4.73385,0.00820487,,,0.504068,0.0149315,0.502062,0.0202567,3.92004,0.190382,DWARF,0.03827822,0.008997168,29.8424,0.0239,0.0,0.0,90.0,0.00410931464,,,0.0217241254,0.0,0.0,,,,,,,,,,,,0.0239,0.0239,bj2018,,,cdwrf,12.4074,0.001698,10.1802,0.001392,1,,cdwrf,apassdr9,cooldwarfs_v8,0.876164886576243,0.908887139519835,91.0899861036287,-55.3115375938663,0.0241397284184749,0.0275169586672926,1,0,0.0,0.2125,0.3984,1.5707963267948966,1.4343211590607174,0.9292984299292927,7.924790556423854,,36135575.43910364,26.455114719438487,42.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4","4,4,1,1,1,2,2,2,3,3,3,4,4,4,4,1,1,1,2,2,2,2,3,3,3,2,2,3,3,3,4,4,4,3,2,2,3,4,4,4,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
16,spoc-s01-s69-b0A-CP,SPOC,118327550,244.01,CP,10.570615,-36.718138,10.569753675,-36.7179743247,10.317,0.017,1357.364688051165,0.0012424821,7.397215983556253,1.4449505e-05,1.3164962270220637,0.58306366,953.5477499073322,99.84064,"2,29,69,96,104,105,106,107", TOI-244 b,4.438,0.0,1,0.4071030020713806,0.0124724,1.2711131251914662,1.7052798,409.94228701240553,3342.0,0.0,6.67439461769028,11.878935,False,5,5,5,5,5,5,5,2018-11-29 21:52:42+00:00,2025-06-04 21:22:52.300000+00:00,118327550,10.5705872248726,-36.7181699860913,-155.186,45.4446,10.3475,STAR,tmgaia2,20190415,,,267-000702,00421695-3643053,,J004216.79-364304.9,5001098681543159040,17458291,,tmgaia2,0.102993,0.0812038,gaia2,45.3562,0.068181,gaia2,313.791017312891,-80.216267875919,352.559438145204,-37.3755066339106,14.21,0.025,12.861,0.069,,,,,,,,,,,8.827,0.023,8.251,0.033,7.97,0.029,AAA-111-111-000-0-0,,7.8,0.026,7.712,0.019,7.606,0.019,7.511,0.133,11.553,0.001017,0.00729009,cdwrf,cdwrf,3407.0,157.0,4.82015,0.00427734,,,0.407103,0.0124724,0.399476,0.0205326,5.92076,0.23985,DWARF,0.0201183259,0.004968142,22.0337,0.03335,0.0,0.0,24.0,3.142253e-05,,,0.007103692,0.0,0.0,,,,,,,,,,,,0.0333,0.0334,bj2018,,,cdwrf,12.9559,0.001989,10.4097,0.00106,1,,ucac4,apassdr9,cooldwarfs_v8,1.68295212828891,1.25945138121568,10.5697536750326,-36.7179743247456,0.0565255383790272,0.0446716363800191,1,0,0.0,0.1555,0.4459,1.5707963267948966,2.1573918691700804,1.3053625800072828,8.393718698485335,,9145661.027035827,6.695604227005278,8.0,"2,2,2,2,4,3,2,1","3,3,3,3,1,1,2,1","0,0,0,0,0,0,0,0"
17,spoc-s01-s69-b0A-PC,SPOC,12423815,234.01,PC,2.568707,-26.2824,2.56885153692,-26.282408455,14.569,0.018,1356.0877146421622,0.00044331653,2.839279334475182,2.859483e-06,1.401179096060729,0.08804838,35229.70983186398,1153.016,"2,29,69,96,107",check to update; Confirmed planet by HATS team (not yet published),4.438,0.0,1,0.5493299961090088,0.0174061,10.4761821388074,0.5623168,662.619799880539,3642.0,0.0,45.559467319044025,31.962164,False,3,4,3,3,4,4,4,2018-11-29 21:52:42+00:00,2024-12-05 15:46:37.886000+00:00,12423815,2.56874069829825,-26.2823965856355,23.0819,-2.75675,14.6253,STAR,tmgaia2,20190415,,,319-000200,00101648-2616566,,J001016.51-261656.6,2335244779070099200,13156796,,tmgaia2,0.111043,0.0688239,gaia2,3.98306,0.0654387,gaia2,35.8574634626759,-80.7707853256204,351.16251755591,-24.9762062188674,17.93,0.162,16.516,0.114,,,,,,,,,,,13.224,0.024,12.563,0.024,12.333,0.021,AAA-222-111-000-0-0,,12.259,0.022,12.25,0.023,12.366,0.448,8.683,,15.7131,0.000674,0.00749531,cdwrf,cdwrf,3628.0,157.0,4.69452,0.0107721,,,0.54933,0.0174061,0.544652,0.0210075,3.28563,0.18588,DWARF,0.0471010357,0.0111950114,249.345,4.101,0.0186069,0.004735835,27.0,0.0245223381,,,0.000189735132,0.00250269,0.00696898,panstarrs,,,,,,,,,,,4.035,4.167,bj2018,,,cdwrf,16.8383,0.0063,14.6565,0.002112,1,,ucac4,bpbj,cooldwarfs_v8,1.7683294340503,1.06728448096327,2.56885153691963,-26.2824084550184,0.0557228286521691,0.0331205421427481,1,0,0.0,0.2125,0.3984,1.5707963267948966,77.47102244163544,52.45769393244556,92.8172133751677,,62428323.6149306,45.70422479526972,5.0,"1,1,1,1,1","2,2,2,2,4","0,0,0,0,0"
18,spoc-s01-s69-b0A-PC,SPOC,415969908,233.01,PC,343.71,-18.9118,343.708612422,-18.9124450595,11.256,0.04,1365.2614506327227,0.0010309186,11.670028524666284,1.4950281e-05,2.0534143023185725,0.27208874,2783.7905215590717,139.91542,"2,29,42,69,70,92,96",possible multi,4.79912,0.357198,1,0.3802720010280609,0.0114291,2.0205498992231408,0.51462334,361.1637725983444,3644.0,64.0,4.0210338140157775,18.524107,False,2,4,1,1,4,4,4,2018-11-29 21:52:42+00:00,2024-04-24 20:52:44.822000+00:00,415969908,343.710058965027,-18.9118284079225,-317.835,-143.221,11.3018,STAR,tmgaia2,20190415,,,356-202464,22545039-1854426,,,2402715141877299584,10063737,,tmgaia2,0.0742337,0.0649916,gaia2,29.5806,0.0397266,gaia2,43.7774419536543,-62.019215527532,337.701621142274,-11.0587258740066,14.939,0.077,13.342,0.021,,,,,,,,,,,9.943,0.023,9.33,0.025,9.091,0.023,AAA-222-111-000-0-0,,,,,,,,,,12.4111,0.000549,0.00740658,cdwrf,cdwrf,3568.0,157.0,4.84496,0.00217725,,,0.380272,0.0114291,0.36905,0.0203196,6.71123,0.235423,DWARF,0.0211145971,0.005010868,33.773,0.04565,0.0,0.0,39.0,0.000197245186,,,0.003138042,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.6123,0.002473,11.3419,0.001765,1,,cdwrf,apassdr9,cooldwarfs_v8,1.16702427779121,1.00784036955214,343.708612422166,-18.9124450594987,0.0358642915106024,0.0307944239589092,1,0,0.0,0.1671,0.4201,1.5707963267948966,4.7388167562101255,2.5966165406628012,61.473408222639506,,5509830.081464788,4.033786237482421,7.0,"1,1,1,1,1,4,1","4,4,4,4,4,2,4","0,0,0,0,0,0,0"
19,spoc-s01-s36-b0A-CPKP,SPOC,120916706,263.01,PC,37.1081,-25.0974,37.1082766765,-25.0973285469,15.851,0.062,2116.1478514028217,0.0010802787,0.55680952996049,8.874052e-06,0.9712066002670244,0.08280766,45140.53504253243,3374.4705,"3,4,30,97,105,107",verified planet candidate,5.06043,0.562987,1,0.439738005399704,0.0167967,9.687022864235374,0.67014873,999.323985577048,3116.0,101.0,235.69276281589603,15.559053,False,3,4,3,3,4,4,4,2018-11-30 22:06:24+00:00,2021-12-01 14:28:11.103000+00:00,120916706,37.1081324584587,-25.0973722150775,30.3334,10.1423,15.6198,STAR,tmgaia2,20190415,,,,02282595-2505505,,J022825.97-250550.3,5119203027983398656,,,tmgaia2,0.181369,0.179072,gaia2,3.57937,0.101557,gaia2,213.085101032892,-68.1656689300487,24.7247894202357,-37.3359235708644,19.513,0.171,18.97,0.2,,,,,,,,,,,14.078,0.03,13.45,0.038,13.246,0.04,AAA-222-111-000-0-0,,13.151,0.025,12.989,0.026,11.988,,9.252,,16.84,0.001381,0.0103681,cdwrf,cdwrf,3423.0,157.0,4.79067,0.00996246,,,0.439738,0.0167967,0.435505,0.0232738,5.12167,0.313649,DWARF,0.0239171982,0.00625381432,277.404,7.881,0.0247238,0.00384483,26.0,0.0105059668,,,0.0001246012,0.00470873,0.00298093,panstarrs,,,,,,,,,,,7.661,8.101,bj2018,,,cdwrf,18.1928,0.025841,15.6766,0.007792,1,,cdwrf,bpbj,cooldwarfs_v8,2.88084300882125,2.77670793942506,37.1082766764719,-25.0973285469112,0.0689379700750704,0.0778639930273722,1,0,0.0,0.1555,0.4459,1.5707963267948966,67.82545901920129,91.75866946325881,133.12419859534737,,322959032.5455617,236.44063092533497,6.0,"2,2,2,2,4,2","3,4,3,3,1,2","0,0,0,0,0,0"
20,spoc-s01-s69-b0A-CP,SPOC,150428135,700.01,CP,97.096855,-65.579306,97.0957165364,-65.5786148915,10.875,0.017,2303.1570618,0.001218,16.051105978454693,9.000038e-06,1.3968228583679532,0.054549325,2768.521241789582,74.3447,"1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,65,66,68,69,87,88,89,90,93,95,96,97",TOI-700 c / TOI-700.01,4.438,0.0,1,0.4194569885730743,0.0125728,2.5869211660558427,0.10166379,327.76566159889154,3482.0,0.0,2.7275631386717856,39.344032,False,5,5,5,5,5,5,5,2019-04-30 13:04:28+00:00,2024-02-14 14:50:47.862000+00:00,150428135,97.0967865903209,-65.5793115481931,-102.75,161.805,10.9102,STAR,tmgaia2,20190415,,,123-010026,06282325-6534456,,J062823.05-653443.7,5284517766615492736,31812705,,tmgaia2,0.0511051,0.0598665,gaia2,32.098,0.0210999,gaia2,275.469051542106,-26.8807023127635,164.440908269798,-86.9606928411769,14.55,0.047,13.151,0.069,,,,,,,,,,,9.469,0.023,8.893,0.027,8.634,0.023,AAA-222-111-000-0-0,,8.523,0.023,8.392,0.02,8.281,0.019,8.234,0.115,12.0665,0.000478,0.00742341,cdwrf,cdwrf,3494.0,157.0,4.80892,0.0046511,,,0.419457,0.0125728,0.413261,0.0203393,5.59967,0.227958,DWARF,0.023624422,0.0056919707,31.1265,0.0206,0.0,0.0,252.0,0.0109307412,,,0.0167746972,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.3503,0.002842,10.9599,0.001843,1,,ucac4,apassdr9,cooldwarfs_v8,0.942540465831034,0.928427715606363,97.095716536439,-65.5786148915323,0.0229153995179901,0.0303734474580632,1,0,0.0,0.1604,0.4325,1.5707963267948966,7.208853571574018,3.29382320362221,78.68755247127174,,3737487.5340023427,2.736241509177857,37.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","3,4,4,4,1,1,1,2,2,2,3,3,3,4,4,1,1,1,2,2,2,1,2,2,2,2,2,3,3,1,1,2,2,2,3,3,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
21,spoc-s01-s69-b0A-PC,SPOC,415969908,233.02,PC,343.71,-18.9118,343.708612422,-18.9124450595,11.256,0.04,1359.471436820521,0.0021511684,7.201138328614135,1.809162e-05,2.1444680629089525,0.25020185,1662.8398306497731,146.2334,"2,29,42,69,70,92,96",potential multi,4.79912,0.357198,2,0.3802720010280609,0.0114291,1.705600242522934,1.2801327,424.22321949859287,3644.0,64.0,7.654181284790558,9.993935,False,2,4,1,1,4,4,4,2022-04-20 20:40:06.569402+00:00,2024-04-24 20:49:44.058000+00:00,415969908,343.710058965027,-18.9118284079225,-317.835,-143.221,11.3018,STAR,tmgaia2,20190415,,,356-202464,22545039-1854426,,,2402715141877299584,10063737,,tmgaia2,0.0742337,0.0649916,gaia2,29.5806,0.0397266,gaia2,43.7774419536543,-62.019215527532,337.701621142274,-11.0587258740066,14.939,0.077,13.342,0.021,,,,,,,,,,,9.943,0.023,9.33,0.025,9.091,0.023,AAA-222-111-000-0-0,,,,,,,,,,12.4111,0.000549,0.00740658,cdwrf,cdwrf,3568.0,157.0,4.84496,0.00217725,,,0.380272,0.0114291,0.36905,0.0203196,6.71123,0.235423,DWARF,0.0211145971,0.005010868,33.773,0.04565,0.0,0.0,39.0,0.000197245186,,,0.003138042,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.6123,0.002473,11.3419,0.001765,1,,cdwrf,apassdr9,cooldwarfs_v8,1.16702427779121,1.00784036955214,343.708612422166,-18.9124450594987,0.0358642915106024,0.0307944239589092,1,0,0.0,0.1671,0.4201,1.5707963267948966,3.5540651158565297,2.287460160921128,57.908869731202415,,10488158.081368059,7.67845597770507,7.0,"1,1,1,1,1,4,1","4,4,4,4,4,2,4","0,0,0,0,0,0,0"
22,spoc-s01-s36-b0A-PC,SPOC,153065527,406.01,PC,49.2624,-42.2424,49.2626427688,-42.2441491607,11.222,0.04,1388.5674600298123,0.0011397607,13.175729434532531,3.133705e-05,2.157027231281858,0.26255363,2479.347713780525,128.92201,"3,4,30,31,97,105,106,107",,4.94138,0.395255,1,0.3886089920997619,0.0116001,1.9602372852794343,0.4459335,325.26639420525646,3349.0,63.0,2.6453173647938604,16.977493,False,2,4,1,1,4,4,4,2019-05-17 18:40:33+00:00,2024-09-06 19:40:12.878000+00:00,153065527,49.2624003935154,-42.2423717108197,41.6746,-412.827,11.2828,STAR,tmgaia2,20190415,,,239-003099,03170297-4214323,,,4851053999056603904,19743291,,tmgaia2,0.0551599,0.0739723,gaia2,32.1671,0.0350084,gaia2,249.55960689826,-56.8079017479977,27.1009286900867,-57.1318292604045,15.237,0.072,13.773,0.038,,,,,,,,,,,9.695,0.023,9.128,0.023,8.848,0.021,AAA-222-111-000-0-0,,,,,,,,,,12.5528,0.000332,0.00728556,cdwrf,cdwrf,3324.0,157.0,4.83718,0.0026576,,,0.388609,0.0116001,0.378565,0.0202713,6.45063,0.232111,DWARF,0.0166098028,0.00415277,31.0597,0.03405,0.0,0.0,36.0,0.009102005,,,0.005214552,0.0,0.0,,,,,,,,,,,,0.034,0.0341,bj2018,,,cdwrf,14.0662,0.001784,11.3571,0.001026,1,,cdwrf,apassdr9,cooldwarfs_v8,0.916947937674658,1.14707459672288,49.2626427688435,-42.2441491606721,0.0267518929410715,0.0339981617963135,1,0,0.0,0.1529,0.4604,1.5707963267948966,4.501169573102132,2.32876426702395,57.12777572701945,,3624761.1506276582,2.6537137130144797,8.0,"3,3,3,3,3,4,3,3","1,2,1,2,1,2,3,2","0,0,0,0,0,0,0,0"
23,spoc-s01-s69-b0A-CP,SPOC,220479565,269.01,CP,75.846109,-54.177194,75.8462827438,-54.1777212872,12.27,0.018,1381.8455494130346,0.00024341463,3.697716709234745,2.2476602e-06,0.9308263408821362,0.07256874,4755.670729437924,122.93876,"3,4,5,6,10,13,30,31,32,33,36,63,64,66,67,87,90,93,94,97,98",TOI-269 b,4.438,0.0,1,0.39792400598526,0.011947,2.942043958698944,0.21325822,533.8429511131937,3607.0,0.0,19.19442259967824,41.52972,False,5,5,5,5,5,5,5,2019-05-17 18:40:33+00:00,2024-02-12 16:53:06.781000+00:00,220479565,75.8460880052307,-54.1772013912077,26.472,-120.75,12.2958,STAR,tmgaia2,20190415,,,180-005252,05032306-5410378,,J050323.09-541039.1,4770828304936109056,26149036,,tmgaia2,0.0432139,0.0430268,gaia2,17.508,0.023093,gaia2,261.959412846055,-37.3234938210307,54.1610748831051,-75.8517299014085,15.985,0.032,14.37,0.114,,,,,,,,,,,10.909,0.026,10.304,0.022,10.1,0.023,AAA-222-111-000-0-0,,9.928,0.023,9.803,0.02,9.71,0.032,9.023,,13.4258,0.000369,0.00741263,cdwrf,cdwrf,3546.0,157.0,4.82857,0.0033732,,,0.397924,0.011947,0.389135,0.0203323,6.17589,0.233498,DWARF,0.022555368,0.00537632452,57.0225,0.07565,0.0,0.0,52.0,0.0113068838,,,0.00532880146,0.0,0.0,,,,,,,,,,,,0.0756,0.0757,bj2018,,,cdwrf,14.6428,0.002674,12.338,0.001793,1,,ucac4,apassdr9,cooldwarfs_v8,0.752616417680108,0.667345891684884,75.8462827438132,-54.1777212872023,0.0201399287814565,0.0239664013054448,1,0,0.0,0.1604,0.4325,1.5707963267948966,8.968401407300343,6.9580729786543465,88.12905515422578,,26301446.66427831,19.255478301798846,21.0,"4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3","1,4,3,2,3,4,1,4,3,2,3,3,3,4,4,2,3,4,4,1,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
